content_id,video_title,publish_date,duration_sec,avg_view_duration,avg_perct_viewed,subs_gained,subs_lost,likes,comments,views,watch_time_hrs,subscribers,impressions,ctr,conversion_rate,month_year,engagement_rate
CNxRMG4ofPE,How to preserve Lemon✨🍋#lifehacks #shorts #kitchentips #tipsandtricks #lemon #tips,2024-02-10,20.0,14.0,72.09,6,1,7,0,530,2.0536,5,1541,2.47,1.1320754716981132,2024-02,1.32
ie3o4nHBLxc,PERFECT measurements for Tea For Two✌🏼!☕✨#shorts#tea#chai        #masalatea #tealover #chailover,2024-01-12,19.0,15.0,81.66,1,0,15,0,696,2.4422,1,2447,7.03,0.1436781609195402,2024-01,2.16
WYt27OtiarM,✨Ganpati visarjan special recipe🥟Traditional PATOLI✨#shorts#visarjan#visarjan2024#food#youtubeshorts,2024-09-17,51.0,16.0,33.08,0,0,13,0,499,2.3253,0,1049,2.48,0.0,2024-09,2.61
0hqM-9CuCBI,Wholesome Jowar Elegance with Buttermilk Magic✨#shorts #jowar #recipe #healthylifestyle,2024-01-13,25.0,17.0,68.73,1,1,18,0,560,2.4173,0,2354,5.4,0.1785714285714285,2024-01,3.21
YBv19-tzVp8,This will Control Diabetes ✨#shorts #bloodsugar #controldiabetes #solution,2024-07-19,57.0,25.0,44.81,1,0,13,0,492,3.4772,1,1780,2.58,0.2032520325203252,2024-07,2.64
ZYeMsN2ulNk,This Song is such a VIBE😌🎧🎶#shorts #marathi #song #fyp #sandwich #trending#food,2024-03-16,41.0,36.0,89.56,2,0,15,0,537,5.1835,2,2013,1.39,0.37243947858473,2024-03,2.79
9UCwrgLrBcA,✨Easy Mawa Modak♥️#food #ganeshchaturthi #2024 #modak #colourfulmodak #shortsfeed,2024-09-05,54.0,22.0,40.93,2,0,24,0,489,2.9959,2,1132,1.24,0.408997955010225,2024-09,4.91
8NuAmU1gAYg,pineapple Kesari bhat🍍#shorts #kesaribath #halwa #ananas #food#fyppineapple,2024-07-14,56.0,17.0,31.79,5,0,17,0,489,2.3725,5,896,0.78,1.0224948875255624,2024-07,3.48
yoqJicCUtwI,💚Navratri Day 2💚 #shubharambh#navratrispecial #navdurga #shorts #matarani #sugar#prasad,2024-10-04,39.0,15.0,39.05,1,0,12,0,476,1.9738,1,1842,1.41,0.2100840336134453,2024-10,2.52
YrpycRevRs0,Easy Coconut drink✨🌼#easyrecipe #healthierecipes24 #food #recipe #shorts #ytshorts,2024-09-30,27.0,14.0,53.46,2,0,13,0,471,1.8808,2,1832,1.15,0.4246284501061571,2024-09,2.76
eXZopxYn-3k,chilli garlic gobi #healthierecipes24 #trending  #shorts,2025-04-14,59.0,20.0,34.45,0,0,12,0,1417,3.067,0,1275,1.25,0.0,2025-04,0.85
VQYcC9G2X-c,Akshay Kumar eats this#akshaykumar #foodvlog shorts #shorts #shortsviralBeetroot,2024-07-02,34.0,18.0,53.3,2,0,18,0,491,2.397,2,602,3.99,0.4073319755600814,2024-07,3.67
YcxVgPuo6Dw,These noodles taste too good🤤🍜#noodles#food#apdhillon #shorts #short,2024-07-20,43.0,16.0,38.73,1,0,17,0,468,2.156,1,274,1.82,0.2136752136752137,2024-07,3.63
LjTcTyAS_XI,Sabudana Papad✨😁 #snacks #papad #foryou #shprts #thehicsong,2024-04-25,59.0,17.0,30.34,0,0,12,0,469,2.3268,0,814,1.23,0.0,2024-04,2.56
o-JBcQbnREk,LEFTOVER Daal sabji#foodvlog #leftoverdalrecipe #fypシ #tamil #palak #healthierecipes24,2024-06-01,37.0,12.0,34.91,0,0,8,0,453,1.6139,0,568,1.41,0.0,2024-06,1.77
hsh_I6Trmgo,Homemade GHEE✨#gheeathome#timelapse#shorts#shortsfeed,2024-06-23,45.0,15.0,33.97,0,0,8,0,452,1.9064,0,609,1.48,0.0,2024-06,1.77
IfpzCiWASZg,Raw mango sabji in 5mins✨😉 #healthierecipes24 #rawmango,2025-04-17,41.0,16.0,41.31,1,0,11,2,1466,2.6692,1,895,2.12,0.068212824010914,2025-04,0.89
aROGs0sBpTg,How to make homemade Papad✨#food #foryou #foodvlog #shorts,2024-04-24,57.0,19.0,34.83,2,0,12,0,447,2.4598,2,171,0.58,0.4474272930648769,2024-04,2.68
daLRY4d71oI,The Healthiest Modaks #shorts #ytshorts #ganpati,2024-09-10,45.0,22.0,49.47,1,0,19,1,456,2.8081,1,513,1.36,0.219298245614035,2024-09,4.39
mZ7gxfzVIIk,Back to normal ✌🏻😌#healthierecipes24 #dalroti #backtonormal #shorts #shortsyoutube,2024-10-14,54.0,19.0,36.33,0,0,11,0,452,2.4498,0,483,1.86,0.0,2024-10,2.43
D5phLqPeM1w,Navratri day 9#jubinnautiyal#navratrispecial #shorts #shortsfeed,2024-10-12,39.0,16.0,41.93,2,0,13,0,453,2.0489,2,632,3.48,0.4415011037527593,2024-10,2.87
12RKrY3SY1A,I carved a Pumpkin 💁🏻‍♀️#halloween #halloween2024 #halloweendecor #shortsvideo  #shorts 🎃🔥,2024-10-31,48.0,21.0,44.85,2,0,20,0,473,2.7612,2,1271,0.39,0.4228329809725158,2024-10,4.23
2Jc_c5-5Ick,Favourite Street food😋🔥#streetfood #fypシ #shorts #shortsfeedPav bhajifood blogger,2024-05-10,57.0,19.0,34.85,1,1,18,0,454,2.5001,0,189,2.12,0.2202643171806167,2024-05,3.96
DwADFGDam6w,M&M Thandai✨😋🔥💚#shortsyt #shorts #food #summerspecialdrink,2024-04-13,41.0,12.0,31.51,1,0,9,0,439,1.5752,1,324,0.31,0.2277904328018223,2024-04,2.05
uqVqP_OM5kg,Little Millet Upma ✨ #littlemillet #vrat #breakfast #fyp #fypシ,2024-03-17,48.0,30.0,64.05,1,1,11,1,464,3.888,0,1843,3.15,0.2155172413793103,2024-03,2.59
vw8ezyW8G8A,Aam panna😋✨🥭#aampanna #foryou#foodvlog#fypシ #shortsfeed #fypage#pushpa2 #newsongmanho pann recipe,2024-05-05,29.0,15.0,53.89,1,1,13,0,447,1.9174,0,498,0.8,0.2237136465324384,2024-05,2.91
aeTSD8dXEGg,Navratri Day 8✨🌼#navratrifood #short #mahagauri,2024-10-11,55.0,13.0,25.14,0,0,6,0,445,1.709,0,437,2.06,0.0,2024-10,1.35
ZFdJ8Jw7vnY,Smootthieee#shorts #shortsshorts #short drinks Mango Smoothie Milkshake,2024-05-14,20.0,12.0,61.15,1,0,16,0,438,1.4849,1,266,0.75,0.228310502283105,2024-05,3.65
UK98T-S3WWQ,Ram Navami'24 #ramnavami #thali #prasad #fyp#shortsshorts,2024-04-17,42.0,14.0,34.45,0,0,15,1,440,1.7508,0,297,3.37,0.0,2024-04,3.64
gEGwGvJgn1c,"July 17, 2024",2024-07-17,60.0,22.0,38.22,0,0,14,0,431,2.7393,0,233,2.15,0.0,2024-07,3.25
WwZ_Rn5evRQ,This curry recipe is mindblowing✨🤌🏻 #shorts #foryou #newsong #curry,2024-04-26,58.0,18.0,32.67,0,0,16,0,438,2.3011,0,169,2.37,0.0,2024-04,3.65
DPJWhsCJ2EY,✨Shubh Dusshera✨#dusshera #shorts #gulabjamun #shortsfeed #happydussehra,2024-10-12,60.0,24.0,40.31,1,0,7,0,434,2.9024,1,397,2.27,0.2304147465437788,2024-10,1.61
8QS-UKwHVWc,Kangana's favourite food ✨🍛#kanganaranaut #food #shorts #shortsvideo,2024-12-01,61.0,32.0,54.03,1,0,15,0,620,4.1199,1,4289,2.89,0.1612903225806451,2024-12,2.42
CeHqDaIpZ0A,💠Day 7 of Navratri💠#shorts #halwa#jaggery#healthierecipes24,2024-10-09,60.0,22.0,38.09,2,0,11,0,427,2.7052,2,542,1.66,0.468384074941452,2024-10,2.58
zYi3TDVvYIc,✨Bisi Bele Bath😌🌼♥️#shorts #bisibelebathrecipe#ytshorts #food #cooking #favorite,2024-10-13,44.0,11.0,25.59,1,0,7,0,430,1.3393,1,610,3.61,0.2325581395348837,2024-10,1.63
5rYUVZd_Wwk,🥥Coconut Idli|instant idli|Breakfast#shorts #shortsfeed #food #foodvlog #recipe,2024-06-18,58.0,19.0,34.0,1,0,8,0,441,2.4006,1,354,1.41,0.2267573696145124,2024-06,1.81
qA_cwq4AO9k,✨Lemon Coriander Soup🥣 #lemoncoriandersoup #shorts #winterspecial #winter #winterrecipe,2024-12-06,58.0,15.0,27.57,2,0,9,1,439,1.8872,2,4226,1.18,0.4555808656036446,2024-12,2.28
xIz8hYlW6dw,What's your favourite evening snack? Comment down✨⬇️ #eveningsnacks #healthierecipes24 #shorts,2025-01-20,43.0,16.0,38.31,1,0,8,0,435,1.9571,1,963,1.77,0.2298850574712643,2025-01,1.84
OZJhbPnsTzA,🥔AALU Raita✨🔥#potato #raita #tengetenge #viral #food #fyp,2024-03-23,34.0,14.0,41.9,2,1,9,0,433,1.7099,1,210,1.43,0.4618937644341801,2024-03,2.08
gApDpNizEHA,💚🥬🥰🥗 #shorts,2024-03-22,57.0,14.0,25.75,0,0,12,0,411,1.6719,0,141,4.26,0.0,2024-03,2.92
6OTNcp4SIq0,Poha✨😋#breakfast#shorts#foodvlog#easyrecipes#fyp cravings and calories new videopizzpizzapa,2024-04-27,53.0,20.0,37.76,2,0,6,0,418,2.3039,2,265,0.38,0.4784688995215311,2024-04,1.44
GnkFyvlMlns,Jai Siya Ram#healthierecipes24 #ramnavami #prasad,2025-04-06,37.0,20.0,55.08,1,1,21,0,1134,2.6651,0,1790,4.02,0.0881834215167548,2025-04,1.85
ZIHNdpDH9wA,Coconut idli/Easy Instant Idli recipe/poha idli,2024-06-18,102.0,47.0,46.59,2,0,5,3,428,5.6504,2,7929,5.06,0.4672897196261681,2024-06,1.87
mXBILQm6opU,5mins Besan recipe to eat with roti#youtubeshorts#5minsrecipe#besan#yummy#raita#shorts,2023-12-19,47.0,24.0,51.38,1,0,16,0,431,2.8721,1,801,3.75,0.2320185614849187,2023-12,3.71
0leNkdnncwU,🌼✨Day 5 of Navratri 🌼#shorts #skandamata #banana #navratri,2024-10-07,35.0,15.0,45.21,1,0,11,0,439,1.7615,1,955,4.71,0.2277904328018223,2024-10,2.51
_Rpwhy73OsI,Aloo Paratha😋🔥✨#alooparatha #shorts #food #alooparatharecipe,2024-01-23,29.0,15.0,54.06,3,1,13,0,395,1.7165,2,224,1.34,0.7594936708860759,2024-01,3.29
kKuaIw2juUc,Quickest Dosa Ever #healthierecipes24 #quickrecipe #healthyfood,2025-05-19,39.0,22.0,57.01,3,0,8,2,1209,2.735,3,679,1.33,0.2481389578163771,2025-05,0.83
9fVPwBptB2o,Quick snack from MH & KA#healthierecipes24 #food #chirote #shorts,2025-09-02,60.0,23.0,39.03,3,0,13,0,2052,3.3084,3,501,2.59,0.1461988304093567,2025-09,0.63
5mHOYYtlDms,purple cabbage Chutney#healthierecipes24 #food #recipe #shorts,2025-05-17,28.0,13.0,47.43,1,0,9,0,1540,1.9928,1,1251,2.0,0.0649350649350649,2025-05,0.58
BN_49PtMn3c,What do you call this sabji??comment down below⬇️ Kitchen tips#shorts #food #kitchentips,2024-06-15,30.0,11.0,38.06,0,0,11,1,387,1.1958,0,798,1.13,0.0,2024-06,3.1
8q5OHDGgLs8,PART 1| Easy and simple potato#potato#sabji#aloo#easyrecipe#viral#youtubeshorts#shorts#trending,2024-01-06,27.0,15.0,58.19,1,0,12,0,375,1.6367,1,197,2.54,0.2666666666666666,2024-01,3.2
ttZ0DEiT6Y8,DHABEWALA Gajar ka Achar#pickle#carrotrecipe #youtubeshorts #gajarkaachar #shorts#viral,2023-12-26,23.0,16.0,71.48,2,0,16,0,392,1.7463,2,9935,1.34,0.5102040816326531,2023-12,4.08
CRe5o7nO8co,When DOSA is love ❤️✨ #dosa #shorts #homemade #food #youtubeshorts,2024-02-21,10.0,7.0,72.74,1,0,6,0,363,0.7334,1,166,2.41,0.2754820936639118,2024-02,1.65
J9OeO3AMQQM,TIME PASS Sandwich|Green Chutney 🥪 in 5mins#shorts #greenchutney #spicy #trending,2024-01-20,33.0,16.0,50.07,1,0,8,0,359,1.6438,1,305,1.97,0.2785515320334262,2024-01,2.23
hh0qPh8qAnc,zunka bhakri✨🔥 #jowarkiroti #bhakri #pithla #zunka #shorts #shortsviral,2024-06-27,51.0,24.0,48.94,1,0,12,0,425,2.7036,1,1037,0.96,0.2352941176470588,2024-06,2.82
h8V5qUKMkGc,Healthy Pearl Millet roti #healthierecipes24 #bajraroti #food #millets,2025-02-24,371.0,63.0,17.05,2,0,6,0,383,6.7279,2,6876,4.38,0.5221932114882507,2025-02,1.57
AmixU2vWeqs,2 recipes in 50secs✨✌🏻 #healthierecipes24 #ridgeguard #food #60seconds,2025-05-26,51.0,17.0,34.23,0,0,9,0,1097,2.0465,0,673,1.78,0.0,2025-05,0.82
o7QeH52kNTU,Mind-blowing bhindi#healthierecipes24 #shorts #recipe,2025-05-30,51.0,34.0,67.84,3,0,10,0,1135,3.5927,3,631,1.43,0.2643171806167401,2025-05,0.88
uguCghUcjAI,✨Homemade Paneer Bhurji✨#healthierecipes24 #homemade #paneer #paneerbhurji #shorts #food,2025-10-26,55.0,14.0,26.71,0,0,12,0,2204,2.1278,0,553,1.99,0.0,2025-10,0.54
N5_aFKWvp5A,Crispy Shepu leaves(Suva/Dill) recipe#fritters#shortsfeed#shorts#youtubeshorts#chanadal#dill,2023-12-25,47.0,29.0,63.22,2,0,19,0,379,2.963,2,4846,4.23,0.5277044854881267,2023-12,5.01
UqszpxBs2cg,Qucik Kidney beans#healthierecipes24 #rajma #rajmarecipe #shorts #food,2025-05-21,37.0,15.0,42.46,2,0,9,0,1431,1.8622,2,784,0.64,0.1397624039133473,2025-05,0.63
PSwa1tIqwNQ,😍Super Refreshing! #shorts #moolirecipe #radish #health,2024-01-17,25.0,17.0,68.41,1,0,10,0,336,1.5555,1,1602,1.69,0.2976190476190476,2024-01,2.98
Ffb-SqYUf5A,🤯🙅‍♀️DON'T SKIP This Recipe✨ #shorts #herbs #creamy #leftoverricerecipe #yummy,2024-02-07,48.0,15.0,31.98,0,0,9,0,317,1.3475,0,636,2.52,0.0,2024-02,2.84
uccogw6Xr8s,Quickest Carrot Salad#carrotrecipe #shorts#youtubeshorts #carrotsalad #easyrecipe,2024-01-02,24.0,15.0,65.2,2,0,8,0,321,1.3792,2,442,2.26,0.6230529595015576,2024-01,2.49
lJjFYh4IOUo,Actor Ananya Pandey loves Gajar ka Halwa!#ananyapandey #shorts #ytshorts #gajarkahalwa,2024-09-25,57.0,19.0,33.63,2,0,13,0,349,1.7147,2,3107,4.86,0.5730659025787965,2024-09,3.72
Lg2Hvk6wIV4,Muddi Palya/Dal Methi sabji Recipe #methi #toordal#northkarnatakarecipe#youtubeshorts#easyrecipe,2024-01-04,41.0,20.0,50.21,0,0,6,0,336,1.7865,0,2482,1.41,0.0,2024-01,1.79
Qck6cSpBKQ0,Would You try this dessert?#healthierecipes24 #weddingseason #food #dessert #shorts,2024-12-29,60.0,24.0,40.67,0,0,8,0,305,2.0164,0,1396,1.58,0.0,2024-12,2.62
_HJIFKj_8pA,Dahi wada ki story #healthierecipes24 #history #food,2025-04-08,51.0,22.0,44.67,1,0,8,1,929,2.1104,1,643,2.02,0.1076426264800861,2025-04,0.97
kjEY95l2Y5E,Karela seeds Chutney#shorts #seeds #northkarnataka #chutney,2024-01-18,34.0,14.0,42.46,0,0,9,0,295,1.1546,0,2770,1.41,0.0,2024-01,3.05
WTkxBrD_PgY,🍰HOMEMADE RAVA Cake #semolina#cake#suji#rava#happynewyear#trending#viral#shorts#youtubeshorts,2024-01-01,41.0,15.0,36.74,0,0,8,0,274,1.139,0,1849,1.57,0.0,2024-01,2.92
MngF1siJKrE,🍰COMFORT CAKE(viral recipe)#shorts #bananacake #jaggery #homemadecake,2024-01-19,44.0,20.0,47.68,2,1,8,0,256,1.4819,1,1850,0.65,0.78125,2024-01,3.12
7USnGm45vrM,Dhoni's love for Chai✨🔥☕#chai #tea #shorts #msdhoni #cricket,2024-06-26,37.0,14.0,38.54,0,0,9,0,280,0.9992,0,1497,3.01,0.0,2024-06,3.21
rec52epAPow,#bhindi  #shorts #crunchy #youtubeshorts #ytshorts #aloofry,2024-01-28,26.0,18.0,72.2,1,0,7,0,251,1.3045,1,9100,1.07,0.398406374501992,2024-01,2.79
2su0PRB5N7E,PART 2| Easy and Simple Potato✨ Quickest Sabji#shorts #potato#chops #trending,2024-01-11,20.0,17.0,85.32,0,0,8,0,252,1.122,0,2268,1.01,0.0,2024-01,3.17
0UiWvnAL0V4,Maharashtra Famous Shankarpali#healthierecipes24 #shankarpali #easy#recipe #shorts,2025-09-03,45.0,19.0,43.87,1,0,13,1,1420,1.7506,1,1027,0.97,0.0704225352112676,2025-09,0.99
Bl5okTns-no,☁️CHOCOLATE CLOUDS🌨️✨#dessert #budgetfriendly #dessert #shorts #viral,2024-01-25,26.0,14.0,56.59,0,0,7,0,241,0.9612,0,1222,1.23,0.0,2024-01,2.9
AhpUBfo-b34,🥵Arrabbiata✨🔥#vibing #pasta #redsaucepasta #madisonbeer #fyp #fypシ #fypシ゚viral,2024-03-28,38.0,13.0,34.7,0,0,11,0,228,0.8296,0,405,0.99,0.0,2024-03,4.82
UiIVMQLtcHk,Amla Murabba🧡#gooseberry#amla#shorts#youtubeshorts#viral#ytshorts#trending#shortsfeed,2023-12-21,37.0,19.0,52.94,1,0,13,0,238,1.2844,1,733,0.82,0.4201680672268907,2023-12,5.46
ojB7TZMIpyE,Leftover Roti Frankie🌯 #wrap#frankie#leftoverrotirecipe#youtubeshorts#viral#trending#viral#food,2024-01-07,34.0,14.0,41.55,0,0,11,0,223,0.8751,0,233,1.72,0.0,2024-01,4.93
fqqEUKsPepg,QUICK Breakfast for Busy Days | SUSLA | Puffed Rice Upma | ಮಂಡಕ್ಕಿ ಸುಸ್ಲ | Mandakki Susla #youtube,2024-02-20,117.0,38.0,32.99,0,0,2,0,233,2.4981,0,11048,1.8,0.0,2024-02,0.86
cn17WtOz1bs,Gajar Ka Halwa#carrothalwa#gajarkahalwa#trending#cashew#youtubeshorts#viral#shorts#carrotrecipe,2023-12-31,28.0,18.0,65.04,2,1,8,0,225,1.1288,1,498,1.81,0.8888888888888888,2023-12,3.56
l2ugLOMA80I,Kosambari! #healthierecipes24 #kosambari #salad #recipe #instant,2025-05-22,40.0,23.0,57.58,0,0,9,1,605,1.5415,0,3721,2.18,0.0,2025-05,1.65
_pXQzSwLN9A,SpiCy Chilli Maggi#maggi#chilli#garlic#foodie#love#maggie#ytshorts#shorts#viralshorts#indianfood,2023-12-26,41.0,21.0,53.45,1,0,14,0,216,1.3149,1,550,3.82,0.4629629629629629,2023-12,6.48
1QIthk9KAg0,Stuffed Baingan✨🤤🔥#shorts #eggplant #brinjal  #homemade #india,2024-01-21,43.0,21.0,49.53,0,0,7,0,216,1.2728,0,3036,1.25,0.0,2024-01,3.24
Mr_CTY2E96g,Mix Veggie Paradise🥗✨💙#shorts #vegetablesalad  #vegetableraita #healthyfood,2024-01-28,25.0,10.0,42.4,1,0,6,0,208,0.6103,1,249,0.0,0.4807692307692308,2024-01,2.88
sjSDSTT3jGA,just an evening snack #healthierecipes24 #garlicbread #noodles #pizza,2025-06-05,12.0,10.0,84.46,0,0,9,0,953,0.8812,0,1090,4.31,0.0,2025-06,0.94
YJXU-HUbQZA,ANOKHA Salad✨ #shorts #food #viral #10second #homemade,2024-01-29,16.0,10.0,70.91,1,0,7,0,206,0.6029,1,162,0.62,0.4854368932038834,2024-01,3.4
5EKjTEWkp3w,Homemade IMMUNITY BOOSTER #immunitybooster #sadhguru #homemaderecipe #shorts,2024-11-30,50.0,37.0,75.7,0,0,8,0,252,2.2288,0,3362,2.05,0.0,2024-11,3.17
SoodEE_wbhg,Craving for fried food 🍟✨#shorts #youtubeshorts #cravings #friedfood,2024-09-14,27.0,13.0,48.49,0,0,7,0,215,0.7039,0,1592,3.39,0.0,2024-09,3.26
f_Vt7ASQnOA,Sabu khichdi✨☘️#shorts #viral #homemade #sabudana #sankashti #sabudanakhichdi,2024-01-29,48.0,24.0,50.09,2,0,6,1,199,1.3031,2,515,1.17,1.0050251256281406,2024-01,3.52
HrO_BRzP2TY,Entire Prasad Thali#shorts#ytshorts,2024-09-13,56.0,18.0,33.9,0,0,9,0,214,1.0006,0,3558,3.01,0.0,2024-09,4.21
Pqo8_Xj9YKs,Panipuri | Satisfying Street Food Vibes♥️😋✨#shorts,2024-08-23,60.0,23.0,39.44,0,0,11,0,187,1.2235,0,361,1.66,0.0,2024-08,5.88
KUHw2Bp4ang,Desi Spicy Besan PITHLA - A Taste of Home in Every Spoonful!🌶️🍲✨#besan#sabji#shorts  #viral,2024-01-09,27.0,20.0,75.47,1,0,5,0,189,1.033,1,1352,2.37,0.5291005291005291,2024-01,2.65
KnXCe7vwVVU,How to make Bread bajji#breadpakoda #youtubeshorts#shorts#viral,2023-12-22,40.0,20.0,50.14,0,0,8,0,184,1.0199,0,1031,1.65,0.0,2023-12,4.35
o6GotRt9u0Y,Extra crispy bhajji✨#healthierecipes24  #cauliflower #crisp #food #bhajji,2025-04-06,58.0,31.0,54.99,1,0,7,1,491,1.5866,1,813,1.6,0.2036659877800407,2025-04,1.63
4yhzbmrw2dE,Only 4 spoons ghee Besan laddu ✨🔥#shortsvideo #shortsfeed #shorts #laddu #noghee #easyrecipe,2024-08-26,57.0,26.0,46.52,0,0,10,0,172,1.253,0,2618,1.3,0.0,2024-08,5.81
kVOrthjafpo,Masala Upma/Vegetable upma #youtubeshorts#shorts#masalaupma#vegetableupma,2024-01-03,28.0,16.0,60.27,0,0,8,0,177,0.8168,0,929,1.94,0.0,2024-01,4.52
meb5R-dLcBI,Banana+mint Smoothie😋✨ #healthierecipes24 #shorts #foodvlog,2024-04-30,30.0,14.0,49.93,0,0,7,0,166,0.6663,0,359,3.06,0.0,2024-04,4.22
debfs6X1uN4,Ratha Saptami Pooja🌞💙#rathasaptami #homemade #ritual #happiness #festival #colourful,2024-02-17,25.0,15.0,61.83,1,0,10,0,209,0.7314,1,6214,0.63,0.4784688995215311,2024-02,4.78
2-C1ilNiGLg,🪔Diwali Faral Thali ✨🪔🙏,2024-10-31,57.0,29.0,51.12,2,0,7,1,255,1.3985,2,3806,2.6,0.7843137254901961,2024-10,3.14
5yZ7UXsl_A4,Immunity laddo #healthierecipes24 #hanumanjayanti,2025-04-11,286.0,43.0,15.23,1,0,7,0,161,1.9477,1,9717,1.26,0.6211180124223602,2025-04,4.35
YupRiXZ3c_k,Tapioca pudding✨🌸#tapioca #sabudanakheer  #vratkakhana   #shorts #shortsfeed,2024-01-30,34.0,15.0,45.36,1,0,5,0,151,0.6433,1,528,1.14,0.6622516556291391,2024-01,3.31
IkxXEbEW61o,(Leftover)Roti Poha #leftoverrotirecipe  #shorts#youtubeshorts #viral#trending,2023-12-23,34.0,20.0,60.29,1,0,11,0,166,0.9399,1,937,3.42,0.6024096385542169,2023-12,6.63
fZtiDuwvECA,Vegetable Saagu|South Indian Special|Mix Veg Gravy #healthierecipes24 #vegetablesaagu#saagu#ytvideo ,2025-12-22,190.0,46.0,24.72,1,0,4,0,182,2.3746,1,3822,3.79,0.5494505494505495,2025-12,2.2
ike60KTPRo0,Fresh Mango Milkshake 🥭✨#mango #milkshake#foodvlog#fyp#shorts #shortsvideo#shortsfeedunique skill,2024-05-02,34.0,14.0,41.46,0,0,12,0,144,0.5639,0,185,2.16,0.0,2024-05,8.33
mjgPCUNHN74,✨This roti doesn't need water✨ #healthierecipes24 #cucumberroti #recipe #shorts,2025-11-25,58.0,18.0,32.09,2,0,9,1,905,1.1322,2,513,3.12,0.2209944751381215,2025-11,1.1
gF83iBVp9Ck,Kokum/Amsol Saar Must try!🧡#kokum#saar#shortsvideo#youtubeshorts#trendingshorts#viral#shortsvideo,2023-12-19,26.0,15.0,59.36,0,0,10,0,211,0.6896,0,2691,2.3,0.0,2023-12,4.74
mItp2fhG2v8,I Made Instant Peda for Ganesh Chaturthi! #shorts #ytshorts #ganpati #modak #modakrecipe #mawa,2024-09-12,39.0,19.0,49.66,1,0,10,0,177,0.865,1,5074,1.14,0.5649717514124294,2024-09,5.65
5oL8g2OJKMk,EASY DAL GAJAR |Healthy & Flavorful Sabji Recipe!🌱🥕✨#shorts #carrotrecipe #carrot,2024-01-08,22.0,13.0,61.48,1,0,3,0,146,0.5049,1,1129,2.3,0.684931506849315,2024-01,2.05
tMsnAwvRDfI,SESAME Surprise✨!#shorts #viral #homemade #traditionalfood,2024-01-15,46.0,22.0,48.39,0,0,7,0,150,0.8756,0,3968,1.03,0.0,2024-01,4.67
UvjPWPkRg44,💛Dosakaya/Yellow cucumber sabji Must Try!#cucumber#trending#youtubeshorts,2023-12-18,58.0,19.0,33.11,1,0,11,0,168,0.855,1,876,3.77,0.5952380952380952,2023-12,6.55
UnXWp_GkeRM,SIMPLE Fruit chaat recipe🤩❤️✨#shorts #fruitsalad #fitness #fit #viral #healthy #fruitchaat,2024-02-16,34.0,11.0,35.07,0,0,6,0,136,0.4474,0,480,1.04,0.0,2024-02,4.41
nXZijtuO_8c,Instant Sweet potato Recipe|easy#recipe#food #shorts #breakfast,2024-11-11,41.0,18.0,43.94,1,0,7,0,134,0.661,1,1687,1.96,0.7462686567164178,2024-11,5.22
-3cdeJ9H6rU,Pav Bhaji pulav!? #tawapulao#youtube#shorts#leftoverricerecipe#ytshorts,2023-12-22,41.0,20.0,50.27,0,0,16,1,149,0.848,0,441,2.95,0.0,2023-12,11.41
QlVueEO7D1I,SabuVada!#sabudanavada#youtubeshorts#food#shortsvideo#viralshorts#trending#viral#india#tasty,2023-12-17,56.0,25.0,45.34,1,0,13,0,145,1.0159,1,366,4.64,0.6896551724137931,2023-12,8.97
IHZJk661xj4,Rava Dosa😁#suji #fypviral #shorts #shortsfeed #foodvlog #foodievlog #viral,2024-04-19,50.0,18.0,37.4,0,0,6,0,121,0.6238,0,247,1.21,0.0,2024-04,4.96
C9dhKOxGKIg,Sabji Saga: Bite1 -  Healthy Radish#healthierecipes24 #radish #sabji #sabjisaga #shorts,2025-02-08,55.0,21.0,39.44,0,0,4,0,138,0.7633,0,1610,1.8,0.0,2025-02,2.9
Y3c0ipj9-qM,Instant Mix Flour Dosa#mix#flour#dosa#dosabatter#instantdosa#shorts#viral#youtubeshorts,2023-12-29,43.0,22.0,53.22,1,0,5,0,121,0.7518,1,341,2.35,0.8264462809917356,2023-12,4.13
jnJZWxSY0UI,Yumm Maharashtrian masale bhat#simple #masala#rice#shorts#trending#viral#food#masalebhat#quickdinner,2023-12-28,37.0,17.0,48.38,0,0,6,0,116,0.5675,0,4077,0.78,0.0,2023-12,5.17
m-KWgMRlasI,Trust God's timing✨ #healthierecipes24 #trust #faith #godsplan #shortsviral #love,2025-03-30,14.0,16.0,115.08,1,0,8,1,182,0.5396,1,475,1.68,0.5494505494505495,2025-03,4.95
cNUBopm0AOg,Corn recipes #sweet#corn#youtubeshorts#viral#trending#shorts#cornrecipe#easyrecipe,2023-12-30,29.0,15.0,54.26,0,0,8,0,121,0.5247,0,281,1.78,0.0,2023-12,6.61
kMV_stpEp-4,Flavours of India in every layer✨🇮🇳#tricolorsalad #republicday #healthierecipes24 #shorts,2025-01-26,156.0,16.0,10.81,0,0,5,0,115,0.5216,0,842,0.71,0.0,2025-01,4.35
xOWiat11qOw,Alia Bhat's Favourite dessert✨ #healthierecipes24 #nooven #recipe #shortsfeed,2025-05-31,60.0,23.0,39.88,0,0,8,1,543,0.9571,0,776,1.68,0.0,2025-05,1.66
wBH3Oo6t1Wc,Chawal KHEER🤤✨#shorts #kheer #food #ricekheer #homemade #ytshorts #creamy #피아노 #음악 #piano,2024-02-13,57.0,21.0,38.4,0,0,9,0,113,0.6754,0,260,1.15,0.0,2024-02,7.96
